2015-06-20 00:00:00;22000;23000
2015-06-20 00:00:10;22100;23000
2015-06-20 00:00:20;22200;23000
2015-06-20 00:00:30;22300;23000
2015-06-20 00:00:40;22400;23000
2015-06-20 00:00:50;22500;23000
2015-06-20 00:00:55;22500;23000
2015-08-08 13:52:24.405428;24.312
2015-08-08 13:52:26.234798;24.312
2015-08-08 13:52:28.078468;24.312
2015-08-08 13:52:29.906143;24.312
